T04929	mpsy; Methylovulum psychrotolerans
T05638	mmai; Methylocaldum marinum
T09668	msze; Methylocaldum szegediense
T11793	mgrd; Methylocaldum gracile subsp. desertum
T06248	mmob; Candidatus Methylospira mobilis
T07025	mein; Methyloprofundus sp. INp10_methR40d
T07433	moz; Methylogaea oryzae
T07434	misz; Methylomagnum ishizawai
T08037	mesl; Methylobacter sp. S3L5C
T11593	maac; Methylobacter arcticus
T10194	mech; Methylomarinum roseum
T10917	mlau; Methylomicrobium lacus
T09124	meiy; Methylomarinovum tepidoasis
T09494	mcau; Methylomarinovum caldicuralii
T00214	ftu; Francisella tularensis subsp. tularensis SCHU S4
T03888	ftq; Francisella tularensis subsp. tularensis SCHU S4 NR-28534
T00381	ftf; Francisella tularensis subsp. tularensis FSC198
T00495	ftw; Francisella tularensis subsp. tularensis WY96-3418
T01938	ftr; Francisella tularensis subsp. tularensis NE061598
T01761	ftt; Francisella tularensis subsp. tularensis TI0902
T01762	ftg; Francisella tularensis subsp. tularensis TIGB03
T00331	ftl; Francisella tularensis subsp. holarctica LVS
T00399	fth; Francisella tularensis subsp. holarctica OSU18
T00584	fta; Francisella tularensis subsp. holarctica FTNF002-00
T02349	fts; Francisella tularensis subsp. holarctica F92
T02350	fti; Francisella tularensis subsp. holarctica FSC200
T03033	fto; Francisella tularensis subsp. holarctica PHIT-FT049
T03713	ftc; Francisella tularensis subsp. holarctica FTT_1
T03714	ftv; Francisella tularensis subsp. holarctica VT68
T03715	ftz; Francisella tularensis subsp. holarctica 425
T00698	ftm; Francisella tularensis subsp. mediasiatica FSC147
T00432	ftn; Francisella tularensis subsp. novicida U112
T03874	ftx; Francisella tularensis subsp. novicida U112
T03873	ftd; Francisella tularensis subsp. novicida F6168
T03875	fty; Francisella tularensis subsp. novicida DPG 3A-IS
T01937	fcf; Francisella cf. novicida Fx1
T02078	fcn; Francisella hispaniensis 3523
T04700	fhi; Francisella hispaniensis FSC454
T00652	fph; Francisella philomiragia subsp. philomiragia ATCC 25017
T03764	fpt; Francisella philomiragia subsp. philomiragia ATCC 25015 O#319L
T03617	fpi; Francisella philomiragia O#319-029
T03618	fpm; Francisella philomiragia O#319-036
T03619	fpx; Francisella philomiragia O#319-067
T03620	fpz; Francisella philomiragia GA01-2794
T03621	fpj; Francisella philomiragia GA01-2801
T01560	frt; Francisella salina
T02112	fna; Francisella orientalis Toba 04
T02952	fnl; Francisella orientalis LADL 07-285A
T03403	frf; Candidatus Francisella endociliophora
T04357	fper; Francisella persica
T04972	fha; Francisella halioticida
T05017	frx; Francisella uliginis
T05204	frm; Francisella sp. MA067296
T05636	frc; Francisella frigiditurris
T06148	fad; Francisella adeliensis
T06206	fmi; Francisella marina
T06355	foo; Francisella opportunistica
T07065	fnn; Francisella noatunensis subsp. noatunensis
T07516	fsr; Francisella salimarina
T08878	frl; Francisella sp. LA112445
T03527	fgu; Allofrancisella guangzhouensis
T06608	afri; Allofrancisella frigidaquae
T06698	aii; Allofrancisella inopinata
T11857	ahei; Allofrancisella heilbronnii
T00296	tcx; Hydrogenovibrio crunogenus
T05808	htr; Hydrogenovibrio thermophilus
T06677	hmar; Hydrogenovibrio marinus
T01517	tcy; Thiomicrospira cyclica
T03589	tao; Thiomicrospira aerophila
T05796	thio; Thiomicrospira sp. S5
T08259	tmh; Thiomicrospira microaerophila
T02055	mej; Methylophaga nitratireducenticrescens
T02056	mec; Methylophaga frappieri
T08312	mpin; Methylophaga pinxianii
T09183	mmaf; Methylophaga marina
T09743	mtha; Methylophaga thalassica
T02265	cyq; Cycloclasticus sp. P1
T02780	cza; Cycloclasticus zancles
T05126	cyy; Cycloclasticus sp. PY97N
T03982	psal; Piscirickettsia salmonis
T05983	thig; Thiomicrorhabdus sediminis
T07160	txa; Thiomicrorhabdus xiamenensis
T08420	tib; Thiomicrorhabdus immobilis
T09486	tlh; Thiomicrorhabdus lithotrophica
T06859	tse; Thiosulfatimonas sediminis
T06856	tzo; Thiosulfativibrio zosterae
T03616	tig; Thioploca ingrica
T04090	blep; Beggiatoa leptomitoformis
T06729	this; Candidatus Thiothrix singaporensis
T07174	tun; Thiothrix unzii
T07754	tlo; Thiothrix litoralis
T07831	tsb; Thiothrix subterranea
T07878	tani; Candidatus Thiothrix anitrata
T08347	twn; Thiothrix winogradskyi
T09396	tlc; Thiothrix lacustris
T09924	tsj; Candidatus Thiothrix sulfatifontis
T10292	tput; Candidatus Thiothrix putei
T09759	tdu; Candidatus Thiocaldithrix dubininis
T09052	cys; Cysteiniphilum sp. QT6929
T00281	noc; Nitrosococcus oceani
T01198	nhl; Nitrosococcus halophilus
T01266	nwa; Nitrosococcus watsonii
T05933	nwr; Nitrosococcus wardiae
T01168	alv; Allochromatium vinosum
T07447	atep; Allochromatium tepidum
T02138	tvi; Thiocystis violascens
T02397	tmb; Thioflavicoccus mobilis
T03650	mpur; Marichromatium purpuratum
T05173	ntt; Candidatus Nitrosoglobus terrae
T05211	tsy; Candidatus Thiodictyon syntrophicum
T05923	rhh; Rheinheimera sp. D18
T09854	rhei; Rheinheimera sp. F8
T06573	ttp; Thermochromatium tepidum
T06962	ntg; Candidatus Nitrosacidicoccus tergens
T07019	thip; Thiohalocapsa sp. PB-PSB1
T07151	cjap; Caldichromatium japonicum
T07253	thim; Thiocapsa sp. M50B4
T07840	tbog; Thiocapsa bogorovii
T09560	tlr; Thiorhodovibrio litoralis
T09561	tfri; Thiorhodovibrio frisius
T09736	twg; Thiorhodovibrio winogradskyi
T00391	aeh; Alkalilimnicola ehrlichii
T00462	hha; Halorhodospira halophila
T06158	hhk; Halorhodospira halochloris
T03059	hhc; Ectothiorhodospira haloalkaliphila
T04374	ebs; Ectothiorhodospira sp. BSL-9
T00840	tgr; Thioalkalivibrio sulfidiphilus
T01174	tkm; Thioalkalivibrio sp. K90mix
T02408	tni; Thioalkalivibrio nitratireducens
T03590	tti; Thioalkalivibrio paradoxus
T03959	tvr; Thioalkalivibrio versutus
T02685	ssal; Spiribacter salinus
T02888	spiu; Spiribacter curvatus
T06143	sros; Spiribacter roseus
T06294	spiz; Spiribacter sp. 2438
T09389	shai; Sediminicurvatus halobius
T04495	aprs; Acidihalobacter prosperus
T09769	aaeo; Acidihalobacter aeolianus
T09791	afy; Acidihalobacter ferrooxydans
T06517	nax; Aquisalimonas sp. 2447
T11052	ebx; Ectothiorhodospiraceae bacterium BW-2
T01104	hna; Halothiobacillus neapolitanus
T04441	haz; Halothiobacillus diazotrophicus
T04011	wma; Wenzhouxiangella marina
T08427	wez; Wenzhouxiangella sp. AB-CW3
T04938	gai; Granulosicoccus antarcticus
T06369	ghl; Guyparkeria halophila
T11928	guy; Guyparkeria sp. TX1
T03600	tbn; Thiolapillus brandeum
T08211	eps; Candidatus Endoriftia persephonae
T03943	seds; Sedimenticola thiotaurini
T11075	mfra; Magnetovirga frankeli
T04171	tee; Candidatus Tenderia electrophaga
T04427	woc; Woeseia oceani
T05229	ttc; Thiohalobacter thiocyanaticus
T08363	thic; Thiohalobacter sp. COW1
T00307	hch; Hahella chejuensis
T05793	hahe; Hahella sp. KA22
T09430	hahh; Hahella aquimaris
T11202	tcd; Thermohahella caldifontis
T00347	csa; Chromohalobacter israelensis
T09637	ccag; Chromohalobacter canadensis
T01311	hel; Halomonas elongata
T03198	hcs; Halomonas campaniensis
T03800	hak; Halomonas sp. KO116
T04029	ham; Halomonas sp. R57-5
T04119	hhu; Halomonas huangheensis
T04292	hco; Halomonas chromatireducens
T04554	hsi; Halomonas aestuarii
T04761	halo; Halomonas sp. 1513
T05125	hbe; Halomonas beimenensis
T05375	hag; Halomonas sp. GFAJ-1
T05423	haf; Halomonas sp. SF2003
T08361	hpro; Halomonas profundus
T08648	hqd; Halomonas qaidamensis
T08791	hbh; Halomonas binhaiensis
T08977	hbp; Halomonas sp. TD01
T09170	hhao; Halomonas halophila
T09182	haso; Halomonas sp. 'Soap Lake #7'
T09267	halw; Halomonas alkalicola
T09591	hash; Halomonas sp. SH5A2
T09638	hpis; Halomonas piscis
T09972	hams; Halomonas sp. MS1
T07024	hcam; Halomonas sp. SS10-MC5
T10226	haah; Halomonas sp. A3H3
T10290	haxh; Halomonas sp. XH26
T10426	habd; Halomonas sp. BDJS001
T10463	hqn; Halomonas qinghailakensis
T10697	hafn; Halomonas sp. FeN2
T10914	hany; Halomonas sp. NyZ770
T10930	hadn; Halomonas sp. DN3
T10931	haaz; Halomonas sp. A020
T10932	hamz; Halomonas sp. M1
T11047	hspe; Halomonas sp. A40-4
T11149	hck; Halomonas cupida
T11163	hka; Halomonas kashgarensis
T11362	hphz; Halomonas sp. H5
T11742	hlb; Halomonas litopenaei
T11872	hart; Halomonas sp. RT37
T11900	hahq; Halomonas sp. H10-59
T05720	halk; Vreelandella alkaliphila
T05892	hvn; Vreelandella venusta MA-ZP17-13
T05117	hhh; Vreelandella venusta Y2
T06227	hol; Vreelandella olivaria
T06264	hsr; Vreelandella sulfidaeris
T07036	hpiz; Vreelandella piezotolerans
T09634	hnp; Vreelandella neptunia ATCC BAA-805
T09033	half; Vreelandella neptunia MSP3
T06950	htt; Vreelandella titanicae
T06424	hmd; Vreelandella aquamarina SCSIO 43005
T06639	haxi; Vreelandella aquamarina Althf1
T11172	vre; Vreelandella sp. F11
T11229	vrs; Vreelandella sp. SM1641
T08035	hsx; Billgrantia sulfidoxydans
T08051	htx; Billgrantia tianxiuensis
T08036	hsv; Billgrantia antri
T10913	hamc; Billgrantia diversa
T00403	crp; Candidatus Carsonella ruddii PV
T02194	cru; Candidatus Carsonella ruddii CE
T02195	crc; Candidatus Carsonella ruddii CS
T02196	crt; Candidatus Carsonella ruddii HT
T02197	crh; Candidatus Carsonella ruddii HC
T02198	crv; Candidatus Carsonella ruddii PC
T02774	cri; Candidatus Carsonella ruddii DC
T09287	crr; Candidatus Carsonella ruddii (Diaphorina cf. continua)
T10773	crud; Candidatus Carsonella ruddii (Anomoneura mori)
T05646	zpl; Zymobacter palmae
T04333	haa; Halotalea alkalilenta
T04789	cmai; Cobetia marina
T07922	camh; Cobetia amphilecti
T08724	cobe; Cobetia sp. AM6
T09692	cobb; Cobetia sp. 4B
T10202	cobd; Cobetia sp. D5
T10568	cobc; Cobetia sp. cqz5-12
T11752	cobu; Cobetia sp. UIB-001
T04839	kus; Kushneria konosiri
T04840	kma; Kushneria marisflavi
T06200	kuy; Kushneria phosphatilytica
T06130	paur; Pistricoccus aurantiacus
T09138	sajs; Salinicola sp. JS01
T00380	abo; Alcanivorax borkumensis
T03879	aln; Alcanivorax sp. NBRC 101098
T09695	alca; Alcanivorax sp. ALC70
T02259	adi; Alloalcanivorax dieselolei
T04770	axe; Alloalcanivorax xenomutans
T11689	avj; Alloalcanivorax venustensis
T03580	apac; Isoalcanivorax pacificus
T00567	mmw; Marinomonas sp. MWYL1
T01449	mme; Marinomonas mediterranea
T01508	mpc; Marinomonas posidonica
T06705	mpri; Marinomonas primoryensis
T06902	mard; Marinomonas arctica
T07165	mfoi; Marinomonas foliarum
T07858	mprf; Marinomonas profundi
T08610	mrhi; Marinomonas rhizomae
T09751	mpon; Marinomonas pontica
T10670	math; Marinomonas sp. THO17
T11562	mrsm; Marinomonas sp. RS-M-Aa-14
T02529	tol; Thalassolituus oleivorans MIL-1
T03056	tor; Thalassolituus oleivorans R6-15
T08537	twan; Thalassolituus hydrocarboniclasticus
T04028	oai; Oleispira antarctica
T04398	mars; Marinobacterium aestuarii
T07136	mgeo; Marinobacterium iners
T07998	msec; Marinobacterium sediminicola
T08388	marl; Marinobacterium sp. LSUCC0821
T08609	mrz; Marinobacterium rhizophilum
T04982	bsan; Bacterioplanes sanyensis
T06194	ncu; Neptunomonas concharum
T07060	njp; Neptunomonas japonica
T12106	nphy; Neptunomonas phycophila
T06212	nik; Nitrincola iocasae
T06527	bmar; Bermanella marisrubri
T06992	ajp; Amphritea japonica
T07641	vcw; Venatoribacter cucullus
T08310	bacz; Bacterioplanoides sp. SCSIO 12839
T03690	gsn; Gynuella sunshinyii
T05208	rfo; Reinekea forsetii
T04860	ome; Oleiphilus messinensis
T06278	llp; Litorivicinus lipolyticus
T08210	enw; Endozoicomonas sp. SCSIO W0465
T08536	eei; Endozoicomonas euniceicola
T08918	eng; Endozoicomonas sp. GU-1
T09822	emp; Endozoicomonas montiporae
T09336	plei; Pleionea litopenaei
T10978	mmeg; Marinicellulosiphila megalodicopiae
T02206	ple; Candidatus Portiera aleyrodidarum BT-B-HRs
T02267	ply; Candidatus Portiera aleyrodidarum BT-B-HRs
T02306	plr; Candidatus Portiera aleyrodidarum BT-QVLC
T02307	plo; Candidatus Portiera aleyrodidarum BT-QVLC
T02521	pld; Candidatus Portiera aleyrodidarum TV
T03736	plb; Candidatus Portiera aleyrodidarum TV-BCN
T03737	plc; Candidatus Portiera aleyrodidarum AD-CAI
T03738	pli; Candidatus Portiera aleyrodidarum AF-CAI
T03834	paly; Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)
T03696	eme; Candidatus Johnevansia muelleri
T00424	aha; Aeromonas hydrophila subsp. hydrophila ATCC 7966
T02683	ahy; Aeromonas hydrophila ML09-119
T03186	ahd; Aeromonas hydrophila YL17
T03192	ahr; Aeromonas hydrophila subsp. hydrophila AL09-71
T03193	ahp; Aeromonas hydrophila pc104A
T03574	ahj; Aeromonas hydrophila J-1
T03748	ahh; Aeromonas hydrophila AL06-06
T03886	ahi; Aeromonas hydrophila AH10
T04629	aaj; Aeromonas hydrophila MX16A
T00500	asa; Aeromonas salmonicida subsp. salmonicida A449
T04990	aeo; Aeromonas salmonicida O23A
T01462	avr; Aeromonas veronii B565
T04529	avo; Aeromonas veronii TH0426
T03075	amed; Aeromonas media
T04186	asr; Aeromonas schubertii
T05186	adh; Aeromonas dhakensis
T05190	acav; Aeromonas caviae
T05327	aem; Aeromonas sp. CU5
T05427	aea; Aeromonas sp. ASNIH3
T05453	arv; Aeromonas rivipollensis
T05873	aes; Aeromonas sp. ASNIH5
T06531	ael; Aeromonas encheleia
T07073	asim; Aeromonas simiae
T07074	aall; Aeromonas allosaccharophila
T07712	ajd; Aeromonas jandaei
T07884	ariv; Aeromonas rivuli
T08465	asaa; Aeromonas sanarellii
T08798	aej; Aeromonas sp. 2692-1
T08822	abes; Aeromonas bestiarum
T10911	aero; Aeromonas sp. CA23
T10912	aerz; Aeromonas sp. 1805
T11252	aoj; Aeromonas oralensis
T11432	amyq; Aeromonas mytilicola subsp. aquatica
T00904	tau; Tolumonas auensis
T01667	oce; Oceanimonas sp. GK1
T09373	ope; Oceanimonas pelagia
T11528	ocj; Oceanimonas sp. AH20CE76
T04855	ocm; Oceanisphaera avium
T04856	opf; Oceanisphaera profunda
T05100	zdf; Zobellella denitrificans
T11130	zob; Zobellella sp. DQSA1
T11875	zon; Zobellella sp. An-6
T10906	pagi; Pseudaeromonas aegiceratis
T00973	kko; Kangiella koreensis
T03889	kge; Kangiella geojedonensis
T04467	ksd; Kangiella sediminilitoris
T05254	kpd; Kangiella profundi
T09621	kam; Kangiella aquimarina
T00517	dno; Dichelobacter nodosus
T05791	chj; Cardiobacterium hominis
T07824	sutr; Suttonella sp. R2A3
T08009	ign; Ignatzschineria rhizosphaerae
T10445	ilv; Ignatzschineria larvae
T09056	wcn; Wohlfahrtiimonas chitiniclastica
T03066	gap; Gilliamella apicola
T09380	gaq; Gilliamella apis
T03525	fpp; Frischella perrara
T06493	orb; Zophobihabitans entericus
T10515	omo; Orbus mooreae
T10511	owh; Orbus wheelerorum
T10535	osv; Orbus sturtevantii
T10516	ubr; Utexia brackfieldae
T04296	sdf; Steroidobacter denitrificans
T05591	sok; Solimonas sp. K1W22B-7
T06400	sini; Sinimarinibacterium sp. NLF-5-8
T07957	fce; Flagellatimonas centrodinii
T04454	gbi; Immundisolibacter cernigliae
T05241	slim; Sulfuricaulis limicola
T05321	sva; Sulfurifustis variabilis
T05469	acii; Acidiferrobacter sp. SPIII_3
T07877	aty; Acidiferrobacter thiooxydans
T05476	saln; Salinisphaera sp. LB1
T08376	gbac; Candidatus Comchoanobacter bicostacola
T04071	tsn; Candidatus Pseudothioglobus singularis
T05818	thin; Candidatus Thioglobus sp. NP1
T04079	tho; Candidatus Thioglobus autotrophicus
T00438	rma; Candidatus Ruthia magnifica (Calyptogena magnifica)
T06701	reo; Candidatus Ruthia endofausta
T00530	vok; Candidatus Vesicomyidisocius calyptogenae
T06000	eof; Endosymbiont of Sipalinus gigas
T07618	eor; Endosymbiont of Rhynchophorus ferrugineus
T07678	eop; Endosymbiont of Pachyrhynchus infernalis
T06650	rev; Candidatus Reidiella endopervernicosa
T07098	acil; Candidatus Azoamicus ciliaticola
T07531	cdiz; Celerinatantimonas diazotrophica
T07600	sade; Candidatus Steffania adelgidicola
T00349	bci; Baumannia cicadellinicola Hc (Homalodisca coagulata)
T03277	bcib; Candidatus Palibaumannia cicadellinicola BGSS
T04544	bcig; Candidatus Palibaumannia cicadellinicola B-GSS
T04606	ebh; Endosymbiont of Bathymodiolus septemdierum
T07716	bthg; Bathymodiolus thermophilus thioautotrophic gill symbiont
T08924	eag; Candidatus Ecksteinia adelgidicola
T10208	cbly; Candidatus Competibacteraceae bacterium Lyne_18-Q3-R50-59_BATAC.383_cln
T01300	gpb; Gamma proteobacterium HdN1
T04530	enm; Endosymbiont of unidentified scaly snail isolate Monju
T07679	eeu; Endosymbiont of Euscepes postfasciatus
T07680	ifo; Isorropodon fossajaponicum endosymbiont
T07717	aphf; Abyssogena phaseoliformis symbiont
T00027	nme; Neisseria meningitidis MC58 (serogroup B)
T01932	nmp; Neisseria meningitidis alpha710 (serogroup B)
T01946	nmh; Neisseria meningitidis H44/76 (serogroup B)
T01929	nmd; Neisseria meningitidis G2136 (serogroup B)
T01930	nmm; Neisseria meningitidis M01-240149 (serogroup B)
T01947	nms; Neisseria meningitidis M01-240355 (serogroup B)
T01948	nmq; Neisseria meningitidis M04-240196 (serogroup B)
T01949	nmz; Neisseria meningitidis NZ-05/33 (serogroup B)
T00031	nma; Neisseria meningitidis Z2491 (serogroup A)
T01931	nmw; Neisseria meningitidis WUE 2594 (serogroup A)
T03438	nmx; Neisseria meningitidis 510612 (serogroup A)
T00458	nmc; Neisseria meningitidis FAM18 (serogroup C)
T00633	nmn; Neisseria meningitidis 053442 (serogroup C)
T01928	nmt; Neisseria meningitidis 8013 (serogroup C)
T00954	nmi; Neisseria meningitidis alpha14 (cnl strain)
T00237	ngo; Neisseria gonorrhoeae FA 1090
T00728	ngk; Neisseria gonorrhoeae NCCP11945
T01368	nla; Neisseria lactamica
T03569	nel; Neisseria elongata
T04355	nwe; Neisseria weaveri
T04958	nsi; Neisseria mucosa FDAARGOS_260
T05436	nmj; Neisseria mucosa ATCC 19696
T05718	nei; Neisseria chenwenguii
T05913	nek; Neisseria sp. KEM232
T06171	nfv; Neisseria flavescens
T06236	nsf; Neisseria subflava
T06266	nzl; Neisseria zalophi
T06425	naq; Neisseria animalis
T06557	nbl; Neisseria brasiliensis
T06683	nzo; Neisseria zoodegmatis
T06799	nci; Neisseria canis
T06828	ncz; Neisseria cinerea
T06907	nani; Neisseria animaloris
T06984	nbc; Neisseria bacilliformis
T07067	nwd; Neisseria wadsworthii
T07084	nsg; Neisseria shayeganii
T07094	nmus; Neisseria musculi
T07263	nsc; Neisseria sicca
T07577	npf; Neisseria perflava
T07671	ndn; Neisseria dentiae
T07968	nwx; Neisseria weixii
T08094	ndu; Neisseria dumasiana
T08172	naw; Neisseria arctica
T08217	nmb; Neisseria macacae
T09339	nls; Neisseria lisongii
T10281	nln; Neisseria leonii
T03063	salv; Snodgrassella alvi
T09364	scom; Snodgrassella communis
T04151	kki; Kingella kingae
T06724	koa; Kingella oralis
T08248	kpot; Kingella potus
T04960	vff; Vitreoscilla filiformis
T05336	vit; Vitreoscilla sp. C1
T08153	vst; Vitreoscilla stercoraria
T08422	vms; Vitreoscilla massiliensis
T05039	ecor; Eikenella corrodens
T06211	eex; Eikenella exigua
T05344	smur; Simonsiella muelleri
T06725	aff; Alysiella filiformis
T08264	acrs; Alysiella crassa
T06730	cste; Conchiformibius steedae
T08263	ckh; Conchiformibius kuhniae
T05482	nba; Aquella oligotrophica
T07686	ptes; Paralysiella testudinis
T08033	mcer; Morococcus cerebrosus
T08067	usu; Uruburuella suis
T08135	ute; Uruburuella testudinis
T08126	wbo; Wielerella bovis
T09767	ccah; Crenobacter cavernae
T00147	cvi; Chromobacterium violaceum
T04565	cvc; Chromobacterium vaccinii
T05234	chro; Chromobacterium sp. ATCC 53434
T05549	chri; Chromobacterium phragmitis IIBBL 112-1
T05744	chrb; Chromobacterium phragmitis IIBBL 274-1
T05688	crz; Chromobacterium rhizoryzae
T06224	chrm; Chromobacterium paludis
T06734	chae; Chromobacterium haemolyticum
T11179	csut; Chromobacterium subtsugae
T11521	chru; Chromobacterium sp. Rain0013
T12096	chhl; Chromobacterium sp. HL1
T01619	pse; Pseudogulbenkiania sp. NH8B
T05698	amah; Aquitalea magnusonii
T05865	aqs; Aquitalea sp. USM4
T07617	vox; Vogesella sp. XCS3
T11840	vol; Vogesella sp. LIG4
T11758	pflx; Paludibacterium flexuosum
T05767	iod; Iodobacter ciconiae
T06803	ifl; Iodobacter fluviatilis
T04552	jeu; Jeongeupia sp. USM3
T08604	jes; Jeongeupia sacculi
T11114	jwk; Jeongeupia wiesaeckerbachi
T06622	dee; Deefgea piscis
T08586	dtk; Deefgea tanakiae
T06696	chiz; Chitinibacter bivalviorum
T06720	cfon; Chitinibacter fontanus
T11125	cmav; Chitinibacter mangrovi
T08496	chic; Chitiniphilus purpureus
T06695	cari; Chitinimonas arctica
T08620	cks; Chitinimonas koreensis
T11791	cses; Chitinirhabdus sediminis
T00884	lhk; Laribacter hongkongensis
T04696	aql; Aquaspirillum sp. LM1
T09834	maer; Microvirgula aerodenitrificans
T00071	rso; Ralstonia pseudosolanacearum GMI1000
T02751	rse; Ralstonia pseudosolanacearum FQY_4
T05645	rpu; Ralstonia pseudosolanacearum RS 476
T09041	rnc; Ralstonia nicotianae
T01272	rsc; Ralstonia solanacearum CFBP2957
T01273	rsl; Ralstonia solanacearum PSI07
T02005	rsn; Ralstonia solanacearum Po82
T02725	rsm; Ralstonia solanacearum CMR15
T06155	rsy; Ralstonia solanacearum UY031
T07219	rsg; Ralstonia syzygii subsp. celebesensis
T00762	rpi; Ralstonia pickettii 12J
T00925	rpf; Ralstonia pickettii 12D
T03172	rpj; Ralstonia pickettii DTP0602
T03778	rmn; Ralstonia mannitolilytica
T04471	rin; Ralstonia insidiosa
T08691	rwe; Ralstonia wenshanensis
T00416	reh; Cupriavidus necator H16
T01564	cnc; Cupriavidus necator N-1
T05121	cuh; Cupriavidus necator NH9
T00268	reu; Cupriavidus pinatubonensis JMP134
T00351	rme; Cupriavidus metallidurans
T00702	cti; Cupriavidus taiwanensis
T03642	cbw; Cupriavidus basilensis
T04050	cgd; Cupriavidus gilardii
T04762	ccup; Cupriavidus sp. USMAHM13
T04978	cup; Cupriavidus malaysiensis
T05072	cuu; Cupriavidus sp. USMAA2-4
T05738	cpau; Cupriavidus pauculus
T06004	cox; Cupriavidus oxalaticus
T08350	ccam; Cupriavidus campinensis
T08639	ccax; Cupriavidus cauae
T08941	cuk; Cupriavidus sp. KK10
T09823	cnan; Cupriavidus nantongensis
T10433	cupr; Cupriavidus sp. ISTL7
T10452	cupe; Cupriavidus sp. EM10
T10694	cupp; Cupriavidus sp. P-10
T11307	cupa; Cupriavidus sp. Agwp_2
T11801	cupd; Cupriavidus sp. DF5525
T00204	bma; Burkholderia mallei ATCC 23344
T00457	bmv; Burkholderia mallei SAVP1
T00471	bml; Burkholderia mallei NCTC 10229
T00479	bmn; Burkholderia mallei NCTC 10247
T03524	bmaz; Burkholderia mallei NCTC 10247
T03323	bmal; Burkholderia mallei 23344
T03489	bmae; Burkholderia mallei 6
T03490	bmaq; Burkholderia mallei BMQ
T03522	bmai; Burkholderia mallei 2000031063
T03523	bmaf; Burkholderia mallei FMH 23344
T03872	bmab; Burkholderia mallei 2002734299
T00203	bps; Burkholderia pseudomallei K96243
T00289	bpm; Burkholderia pseudomallei 1710b
T00480	bpl; Burkholderia pseudomallei 1106a
T00481	bpd; Burkholderia pseudomallei 668
T00894	bpr; Burkholderia pseudomallei MSHR346
T02756	bpse; Burkholderia pseudomallei MSHR305
T03012	bpsm; Burkholderia pseudomallei MSHR511
T03024	bpsu; Burkholderia pseudomallei MSHR146
T03163	bpsd; Burkholderia pseudomallei MSHR520
T02049	bpz; Burkholderia pseudomallei 1026b
T02301	bpq; Burkholderia pseudomallei BPC006
T02894	bpk; Burkholderia pseudomallei NCTC 13179
T03422	bpsh; Burkholderia pseudomallei HBPUB10134a
T03476	bpsa; Burkholderia pseudomallei NAU35A-3
T03498	bpso; Burkholderia pseudomallei A79A
T03428	but; Burkholderia pseudomallei TSV202
T00311	bte; Burkholderia thailandensis E264
T03111	btq; Burkholderia thailandensis 2002721723
T03112	btj; Burkholderia thailandensis E444
T03113	btz; Burkholderia thailandensis H0587
T02644	btd; Burkholderia thailandensis MSMB121
T03416	btv; Burkholderia thailandensis MSMB59
T03380	bthe; Burkholderia thailandensis E254
T03391	bthm; Burkholderia thailandensis USAMRU Malaysia #20
T03763	btha; Burkholderia thailandensis 2003015869
T03882	bthl; Burkholderia thailandensis 2002721643
T03284	bok; Burkholderia oklahomensis EO147
T03861	boc; Burkholderia oklahomensis C6786
T06044	buu; Burkholderia mayonis
T07932	bsav; Burkholderia savannae
T08266	bhg; Burkholderia humptydooensis FDAARGOS_899
T04266	bud; Burkholderia humptydooensis MSMB43
T03759	bul; Burkholderia humptydooensis 2002721687
T00493	bvi; Burkholderia vietnamiensis G4
T03893	bve; Burkholderia vietnamiensis LMG 10929
T00286	bur; Burkholderia lata
T00669	bcm; Burkholderia orbicola
T00415	bch; Burkholderia cenocepacia HI2424
T00771	bcj; Burkholderia cenocepacia J2315
T03308	bcen; Burkholderia cenocepacia DDS 22E-1
T03488	bcew; Burkholderia cenocepacia DWS 37E-2
T03804	bceo; Burkholderia cenocepacia H111
T00398	bam; Burkholderia ambifaria AMMD
T00684	bac; Burkholderia ambifaria MC40-6
T00740	bmj; Burkholderia multivorans ATCC 17616 (Tohoku)
T00624	bmu; Burkholderia multivorans ATCC 17616 (JGI)
T03292	bmk; Burkholderia multivorans DDS 15A-1
T03881	bmul; Burkholderia multivorans ATCC BAA-247
T02205	bct; Burkholderia cepacia GG4
T03302	bced; Burkholderia cepacia DDS 7H-2
T04772	bcep; Burkholderia cepacia ATCC 25416
T03793	bdl; Burkholderia dolosa
T03962	bpyr; Burkholderia pyrrocinia
T03969	bcon; Burkholderia contaminans
T03794	bub; Burkholderia ubonensis
T04698	bdf; Burkholderia diffusa
T04819	blat; Burkholderia latens
T04843	btei; Burkholderia territorii
T04851	bsem; Burkholderia seminalis
T04870	bpsl; Burkholderia pseudomultivorans
T04871	bmec; Burkholderia metallica
T04885	bstg; Burkholderia stagnalis
T04946	bstl; Burkholderia stabilis
T07672	bann; Burkholderia anthina
T08608	bari; Burkholderia arboris
T09543	baen; Burkholderia aenigmatica
T10421	bser; Burkholderia semiarida
T11672	bsoa; Burkholderia sola
T00905	bgl; Burkholderia glumae BGR1
T03820	bgu; Burkholderia glumae LMG 2196 = ATCC 33617
T01424	bug; Burkholderia sp. CCGE1001
T01314	bgf; Burkholderia sp. CCGE1003
T01464	bgd; Burkholderia gladioli BSR3
T03826	bgo; Burkholderia gladioli ATCC 10248
T01711	byi; Burkholderia sp. YI23
T02110	buk; Burkholderia sp. KJ006
T04094	buq; Burkholderia sp. HB1
T03632	bgp; Burkholderia plantarii PG1
T04139	bpla; Burkholderia plantarii ATCC 43733
